CustomerID,Recency,Frequency,Monetary,Segment
13448,16,6,3534.69,High-Value
13449,23,1,291.88,Occasional
13450,26,6,2043.7199999999998,Regular
13451,25,5,2898.2599999999998,Regular
13452,258,2,590.0,At-Risk
13453,165,2,356.97999999999996,At-Risk
13455,24,2,1058.34,Occasional
13456,17,6,1766.72,Regular
13458,6,14,9646.57,High-Value
13460,28,2,183.44,Occasional
13461,38,3,1445.0,Regular
13462,252,1,151.5,At-Risk
13464,57,1,674.68,At-Risk
13466,183,1,307.9,At-Risk
13467,10,2,1071.91,Occasional
13468,1,37,5704.97,High-Value
13470,98,2,165.0,At-Risk
13471,0,4,2501.84,High-Value
13473,60,2,422.64,At-Risk
13474,235,1,226.84,At-Risk
13475,190,4,1431.78,Regular
13476,178,2,1238.47,Regular
13477,37,6,1454.58,Regular
13479,200,2,300.95,At-Risk
13481,45,5,1804.56,Regular
13482,231,1,184.64,At-Risk
13483,65,1,140.34,At-Risk
13484,240,1,313.8,At-Risk
13485,232,1,454.24,At-Risk
13486,77,3,1122.41,Regular
13487,57,3,575.4,Regular
13488,16,13,8968.31,High-Value
13489,104,4,449.52,Regular
13491,51,10,1215.82,Regular
13492,135,3,1269.84,Regular
13493,274,2,618.63,At-Risk
13494,311,1,316.26000000000005,At-Risk
13495,7,5,2044.8700000000001,High-Value
13496,10,2,653.33,Occasional
13497,282,2,348.05,At-Risk
13499,17,5,1159.11,Regular
13500,22,3,1166.77,Regular
13501,287,1,1340.32,At-Risk
13502,16,3,292.0,Occasional
13503,70,1,216.85,At-Risk
13504,63,1,295.93,At-Risk
13505,72,4,4393.63,Regular
13506,315,2,458.52,At-Risk
13507,2,4,2479.16,High-Value
13508,243,1,110.97,At-Risk
13509,8,7,979.72,High-Value
13510,0,4,1791.56,High-Value
13512,260,1,251.21,At-Risk
13513,126,1,205.1,At-Risk
13514,73,1,152.20000000000002,At-Risk
13515,72,4,891.12,Regular
13516,20,3,1389.41,Regular
13517,59,3,2128.42,Regular
13518,85,1,627.16,At-Risk
13519,77,1,122.75,At-Risk
13520,58,6,3624.35,Regular
13521,0,3,1071.73,Occasional
13522,29,1,125.80000000000001,Occasional
13523,32,5,3964.88,Regular
13524,40,5,680.1800000000001,Regular
13525,14,2,628.78,Occasional
13527,33,7,2242.36,Regular
13529,78,2,307.76,At-Risk
13531,204,2,483.8,At-Risk
13532,33,1,210.31,Occasional
13533,182,3,269.09,At-Risk
13534,1,25,5870.08,High-Value
13536,0,7,3444.39,High-Value
13538,42,7,1280.85,Regular
13539,85,3,631.34,Regular
13544,39,2,276.06,Occasional
13546,11,3,621.09,Occasional
13548,95,2,678.16,At-Risk
13549,25,7,918.2,Regular
13551,318,1,91.80000000000001,At-Risk
13552,65,12,3740.07,High-Value
13555,73,4,4098.88,Regular
13557,27,2,584.06,Occasional
13558,5,4,594.52,Occasional
13560,6,1,171.42000000000002,Occasional
13561,215,1,141.85999999999999,At-Risk
13562,81,3,1799.33,Regular
13563,83,2,777.53,Regular
13564,143,3,1724.67,Regular
13565,18,2,240.22,Occasional
13566,40,2,856.84,Regular
13568,172,1,187.05,At-Risk
13569,16,2,338.62,Occasional
13570,242,1,239.49,At-Risk
13571,12,12,2088.94,High-Value
13572,205,1,1384.25,At-Risk
13573,49,2,290.25,At-Risk
13575,22,5,732.0699999999999,Regular
13576,9,18,6717.34,High-Value
13577,24,4,1687.6000000000001,Regular
13579,14,2,467.04,Occasional
13581,308,1,118.0,At-Risk
13583,155,1,781.03,At-Risk
13584,306,1,142.4,At-Risk
13587,63,1,712.4,At-Risk
13588,15,9,2478.95,High-Value
13589,14,2,379.65,Occasional
13590,10,6,1981.92,High-Value
13591,64,3,1117.13,Regular
13592,35,4,247.95999999999998,Occasional
13593,107,5,2011.88,Regular
13594,52,1,396.97,At-Risk
13596,5,2,664.11,Occasional
13598,46,1,160.04,At-Risk
13599,0,21,5149.92,High-Value
13600,311,1,219.52,At-Risk
13601,44,2,693.32,Regular
13602,64,1,428.89,At-Risk
13603,25,1,164.34,Occasional
13606,28,3,276.75,Occasional
13607,39,1,675.51,Occasional
13610,11,7,1082.33,Regular
13611,88,3,1154.4,Regular
13614,23,4,1585.46,Regular
13615,318,1,417.69,At-Risk
13617,39,3,544.18,Regular
13618,173,1,177.34,At-Risk
13621,116,1,213.85,At-Risk
13623,30,5,727.74,Regular
13626,252,1,257.23,At-Risk
13627,58,5,1638.47,Regular
13629,22,11,7792.36,High-Value
13630,4,7,2031.78,High-Value
13631,99,11,3070.42,Regular
13632,24,5,2118.93,Regular
13634,32,5,1547.3600000000001,Regular
13635,67,1,1071.03,At-Risk
13636,36,5,949.12,Regular
13637,51,3,804.3,Regular
13638,15,1,122.64,Occasional
13639,73,1,1033.34,At-Risk
13642,215,1,312.28,At-Risk
13643,30,3,519.44,Occasional
13644,15,4,2624.26,Regular
13645,119,1,252.1,At-Risk
13647,9,4,1648.1200000000001,Regular
13649,256,2,346.6,At-Risk
13650,16,6,1836.34,Regular
13651,34,2,94.2,At-Risk
13652,45,3,1095.08,Regular
13654,42,6,2707.33,Regular
13655,113,2,932.97,Regular
13656,164,2,379.65,At-Risk
13657,10,2,382.14,Occasional
13658,9,5,2639.17,High-Value
13659,205,2,1563.0,Regular
13662,85,3,881.26,Regular
13663,178,1,189.47,At-Risk
13666,59,3,84.65,At-Risk
13667,148,1,299.05,At-Risk
13668,2,21,6309.83,High-Value
13669,50,2,218.55,At-Risk
13670,74,1,349.7,At-Risk
13672,300,2,186.39000000000001,At-Risk
13673,18,2,387.44,Occasional
13675,150,2,486.82000000000005,At-Risk
13678,151,1,232.6,At-Risk
13680,0,4,3719.12,High-Value
13681,17,4,827.83,Regular
13682,186,1,59.5,At-Risk
13684,285,1,65.13,At-Risk
13685,2,7,3119.44,High-Value
13686,182,1,72.0,At-Risk
13689,62,1,910.0,At-Risk
13690,58,1,172.25,At-Risk
13692,24,3,1488.32,Regular
13694,3,50,65039.62,High-Value
13695,30,15,2504.13,High-Value
13697,38,1,151.29999999999998,At-Risk
13699,154,1,308.58000000000004,At-Risk
13700,25,10,2248.63,High-Value
13703,317,1,99.5,At-Risk
13704,4,9,2308.06,High-Value
13705,7,3,711.86,Occasional
13706,302,1,330.79,At-Risk
13707,266,2,806.41,At-Risk
13708,270,1,285.33,At-Risk
13709,3,13,6307.650000000001,High-Value
13710,31,1,180.48,Occasional
13711,218,2,252.06,At-Risk
13712,246,1,228.84,At-Risk
13715,280,5,1077.39,Regular
13716,268,1,138.28,At-Risk
13717,31,6,1445.01,Regular
13718,245,2,306.55,At-Risk
13719,14,5,1041.68,Regular
13720,116,4,799.9,Regular
13721,35,1,524.14,Occasional
13722,131,3,2375.41,Regular
13723,216,1,199.85000000000002,At-Risk
13725,49,8,1980.56,Regular
13726,38,2,1079.6599999999999,Regular
13727,28,2,333.48,Occasional
13728,36,6,1016.14,Regular
13730,135,2,752.6,At-Risk
13731,218,2,610.59,At-Risk
13732,27,1,491.86,Occasional
13735,24,4,2883.54,Regular
13736,4,2,729.8,Occasional
13737,199,1,339.59999999999997,At-Risk
13739,17,1,216.9,Occasional
13740,240,1,350.75,At-Risk
13741,71,3,668.4300000000001,Regular
13742,16,12,3107.87,High-Value
13743,2,7,1341.6,High-Value
13744,94,2,1080.52,Regular
13745,161,1,300.04,At-Risk
13747,373,1,79.6,At-Risk
13748,95,5,948.25,Regular
13750,53,5,1647.26,Regular
13751,287,1,296.25,At-Risk
13752,123,6,1175.38,Regular
13753,287,1,741.26,At-Risk
13754,151,2,282.59999999999997,At-Risk
13755,3,9,2108.06,High-Value
13756,1,14,5189.52,High-Value
13758,11,7,3190.55,High-Value
13759,32,2,659.4100000000001,Occasional
13760,53,2,286.79,At-Risk
13761,49,2,1070.65,Regular
13762,218,1,306.72,At-Risk
13763,62,1,1714.96,Regular
13764,70,3,1519.42,Regular
13767,1,37,17220.36,High-Value
13769,1,10,2796.51,High-Value
13771,63,4,2634.45,Regular
13772,33,3,1122.63,Regular
13774,81,1,345.0,At-Risk
13777,0,33,25977.16,High-Value
13778,102,1,178.7,At-Risk
13780,6,2,360.01,Occasional
13781,250,1,127.84,At-Risk
13782,12,6,908.86,Regular
13784,9,11,2462.79,High-Value
13786,366,1,230.39999999999998,At-Risk
13787,75,2,309.04,At-Risk
13790,3,1,348.8,Occasional
13791,127,2,1516.0,Regular
13792,65,2,195.55,At-Risk
13798,0,57,37153.85,High-Value
13799,116,2,688.86,At-Risk
13800,309,1,558.32,At-Risk
13801,66,1,324.8,At-Risk
13802,138,3,4599.42,Regular
13803,254,1,277.07,At-Risk
13804,30,7,2588.39,Regular
13805,51,2,924.6,Regular
13806,63,1,256.38,At-Risk
13807,366,1,112.6,At-Risk
13808,5,5,1747.66,High-Value
13809,304,1,155.05,At-Risk
13810,28,3,1499.01,Regular
13811,183,3,814.5,Regular
13812,41,3,539.0,Regular
13813,39,4,1366.8600000000001,Regular
13814,91,2,1579.12,Regular
13815,21,4,4027.36,Regular
13816,23,2,571.6700000000001,Occasional
13817,28,2,382.98,Occasional
13819,301,3,1140.35,Regular
13821,144,2,385.64,At-Risk
13822,5,2,632.0,Occasional
13823,18,2,957.66,Occasional
13824,32,5,1698.94,Regular
13826,175,1,189.5,At-Risk
13827,57,3,409.8,Regular
13828,21,1,209.49,Occasional
13831,15,6,2198.45,Regular
13832,18,1,52.199999999999996,Occasional
13833,158,1,383.85,At-Risk
13835,24,4,834.57,Regular
13837,211,2,266.59000000000003,At-Risk
13838,5,4,674.82,Occasional
13841,252,1,85.0,At-Risk
13842,58,9,3385.62,Regular
13844,10,1,361.62,Occasional
13845,64,1,312.98,At-Risk
13846,24,3,865.0600000000001,Regular
13848,91,3,1255.0,Regular
13849,51,2,1537.95,Regular
13850,128,1,1595.48,At-Risk
13851,95,3,2651.46,Regular
13853,56,1,1090.14,At-Risk
13854,8,25,8109.5199999999995,High-Value
13856,168,3,388.5,At-Risk
13858,56,1,216.17,At-Risk
13859,325,1,201.16,At-Risk
13860,0,5,1245.9,High-Value
13862,17,8,2209.36,High-Value
13863,247,1,305.78,At-Risk
13865,57,4,501.56,Regular
13866,73,1,145.67000000000002,At-Risk
13867,30,3,1005.09,Regular
13868,6,2,3192.54,Occasional
13869,122,4,3083.65,Regular
13870,1,8,2770.94,High-Value
13871,22,13,6403.25,High-Value
13873,119,3,389.6,At-Risk
13874,357,1,540.45,At-Risk
13875,53,5,1786.79,Regular
13876,63,1,122.7,At-Risk
13877,85,1,117.24,At-Risk
13878,54,1,1271.57,Regular
13880,20,13,3219.77,High-Value
13881,3,20,17159.52,High-Value
13882,2,5,1191.13,High-Value
13883,10,5,2674.48,High-Value
13884,6,5,787.6,Occasional
13885,188,2,506.8,At-Risk
13886,70,1,243.56,At-Risk
13887,203,1,349.55,At-Risk
13888,119,2,595.67,At-Risk
13889,92,1,416.90000000000003,At-Risk
13890,0,10,1883.8100000000002,High-Value
13892,26,4,632.97,Regular
13893,297,1,821.1,At-Risk
13894,23,3,564.62,Occasional
13895,27,4,2593.07,Regular
13897,49,1,311.16,At-Risk
13898,325,1,155.93,At-Risk
13899,15,2,388.52,Occasional
13900,182,3,740.95,Regular
13901,71,5,2867.2,Regular
13904,36,2,332.64,Occasional
13908,79,4,2369.55,Regular
13911,56,9,2580.91,Regular
13914,11,2,626.45,Occasional
13917,49,2,272.04,At-Risk
13918,49,2,1212.8400000000001,Regular
13919,58,2,384.81,At-Risk
13922,351,1,172.25,At-Risk
13923,53,1,351.13,At-Risk
13924,1,6,1838.8500000000001,High-Value
13925,92,4,678.25,Regular
13926,22,1,223.85000000000002,Occasional
13927,74,1,348.99,At-Risk
13928,10,4,464.57,Occasional
13929,168,2,842.65,At-Risk
13930,57,2,337.34,At-Risk
13931,95,2,1237.53,Regular
13932,294,1,307.4,At-Risk
13933,108,2,608.7900000000001,At-Risk
13934,263,1,922.1,At-Risk
13936,179,1,376.58,At-Risk
13937,168,1,158.85,At-Risk
13938,34,1,71.66,At-Risk
13939,22,3,568.55,Occasional
13940,16,4,839.14,Regular
13941,21,5,5112.96,Regular
13946,78,3,561.5699999999999,Regular
13947,64,1,90.6,At-Risk
13948,360,1,102.0,At-Risk
13949,2,6,2427.32,High-Value
13950,10,4,745.06,Occasional
13951,175,3,674.45,Regular
13952,217,2,3251.071,Regular
13953,6,7,3515.68,High-Value
13954,1,2,439.92,Occasional
13955,153,2,322.96,At-Risk
13956,4,5,1019.27,Occasional
13959,78,3,594.04,Regular
13960,20,2,230.22,Occasional
13962,21,2,169.55,Occasional
13963,307,4,664.54,Regular
13967,145,1,80.7,At-Risk
13969,6,18,9024.17,High-Value
13971,18,8,2758.26,High-Value
13972,70,2,190.25,At-Risk
13973,286,1,264.7,At-Risk
13974,48,1,413.59000000000003,At-Risk
13975,30,6,2461.2400000000002,Regular
13976,206,1,357.98,At-Risk
13978,14,2,196.79000000000002,Occasional
13979,72,1,869.87,At-Risk
13980,59,1,200.14,At-Risk
13982,38,4,1871.81,Regular
13983,29,12,2603.43,High-Value
13984,26,5,920.51,Regular
13985,3,15,7060.13,High-Value
13986,16,1,320.46,Occasional
13988,19,6,4147.96,High-Value
13989,65,2,1266.08,Regular
13990,212,1,311.3,At-Risk
13991,11,6,852.88,Regular
13992,29,1,76.8,At-Risk
13993,42,9,3466.36,Regular
13994,3,6,2274.14,High-Value
13995,14,5,1393.69,Regular
13999,9,12,3901.81,High-Value
14000,210,1,635.66,At-Risk
14001,45,3,2043.0800000000002,Regular
14002,133,2,529.73,At-Risk
14004,42,7,4582.64,Regular
14005,9,5,2874.72,High-Value
14006,115,3,962.19,Regular
14009,197,2,695.61,At-Risk
14012,277,1,328.8,At-Risk
14013,109,3,473.02,At-Risk
14014,76,1,505.18,At-Risk
14015,52,1,917.34,At-Risk
14016,161,4,4341.21,Regular
14019,46,3,1421.61,Regular
14020,16,2,642.8,Occasional
14021,154,3,631.9,Regular
14022,224,1,440.0,At-Risk
14023,6,2,584.07,Occasional
14024,121,2,327.7,At-Risk
14027,60,1,104.82,At-Risk
14029,62,2,467.66,At-Risk
14030,17,8,2358.84,High-Value
14031,6,19,17286.86,High-Value
14032,1,11,2975.59,High-Value
14034,21,3,648.89,Occasional
14035,28,5,1428.02,Regular
14036,284,1,626.65,At-Risk
14037,175,2,147.20000000000002,At-Risk
14038,77,3,1560.38,Regular
14039,32,1,152.2,At-Risk
14040,40,12,3560.32,High-Value
14041,265,1,141.41,At-Risk
14044,26,4,646.42,Regular
14045,108,4,1659.75,Regular
14046,283,1,154.99,At-Risk
14047,8,5,1308.6100000000001,Regular
14048,304,1,409.93,At-Risk
14049,16,4,5578.72,Regular
14050,31,2,746.36,Occasional
14051,0,23,15610.390000000001,High-Value
14052,19,1,225.36,Occasional
14053,123,2,260.25,At-Risk
14054,64,1,92.46,At-Risk
14055,105,1,725.6400000000001,At-Risk
14056,0,23,8152.71,High-Value
14057,23,17,6211.66,High-Value
14059,266,1,183.6,At-Risk
14060,4,19,6140.42,High-Value
14062,9,12,10464.85,High-Value
14064,28,5,1334.34,Regular
14066,266,1,152.55,At-Risk
14067,63,2,374.7,At-Risk
14068,319,1,265.85,At-Risk
14071,3,8,1437.57,High-Value
14073,31,1,151.04,At-Risk
14075,4,3,942.26,Occasional
14076,128,1,118.67,At-Risk
14077,40,5,499.41999999999996,Regular
14078,101,6,1049.37,Regular
14079,124,1,375.1,At-Risk
14080,32,1,45.599999999999994,At-Risk
14081,301,2,921.62,At-Risk
14082,364,1,182.25,At-Risk
14083,3,9,1002.9,High-Value
14085,1,18,4421.29,High-Value
14087,2,1,191.47,Occasional
14088,9,13,50491.81,High-Value
14089,56,1,158.75,At-Risk
14090,324,1,76.32000000000001,At-Risk
14092,7,14,4076.91,High-Value
14093,11,1,433.86,Occasional
14096,3,17,65164.79,High-Value
14098,36,1,147.35,At-Risk
14099,15,11,3104.17,High-Value
14100,137,1,191.95000000000002,At-Risk
14101,73,6,5976.79,Regular
14102,4,5,1105.8799999999999,Occasional
14104,154,2,216.20999999999998,At-Risk
14105,238,1,1266.23,At-Risk
14107,51,7,2703.23,Regular
14108,30,2,597.91,Occasional
14109,72,1,144.2,At-Risk
14110,3,12,5683.15,High-Value
14111,13,4,692.85,Occasional
14112,22,7,2915.15,Regular
14113,3,4,1840.42,High-Value
14114,273,2,386.53,At-Risk
14116,19,5,1382.74,Regular
14117,143,1,90.0,At-Risk
14121,3,4,2780.15,High-Value
14124,83,1,419.58000000000004,At-Risk
14125,10,3,2720.63,Regular
14126,7,3,706.1300000000001,Occasional
14127,122,3,709.71,Regular
14128,60,2,637.5,Regular
14129,1,5,1123.8600000000001,High-Value
14130,318,1,480.91,At-Risk
14132,1,11,3586.0299999999997,High-Value
14133,129,3,605.64,Regular
14135,1,15,4690.31,High-Value
14138,1,2,965.8800000000001,Occasional
14139,45,1,415.82,At-Risk
14140,3,2,935.05,Occasional
14141,2,4,915.13,Occasional
14142,372,1,311.81,At-Risk
14143,133,1,115.8,At-Risk
14145,46,4,3742.2,Regular
14146,8,5,4191.0,High-Value
14147,77,2,483.4,At-Risk
14148,233,1,157.2,At-Risk
14149,220,1,446.62,At-Risk
14150,35,2,658.64,Occasional
14152,74,2,621.29,At-Risk
14154,238,2,1345.62,Regular
14155,265,1,118.75,At-Risk
14156,9,55,117210.08,High-Value
14157,19,2,424.89000000000004,Occasional
14158,39,1,507.66,Occasional
14159,19,11,4630.35,High-Value
14161,215,3,1097.6200000000001,Regular
14162,173,2,289.36,At-Risk
14163,86,4,2445.91,Regular
14164,70,2,1631.77,Regular
14165,275,1,120.44,At-Risk
14167,38,4,562.59,Regular
14171,97,1,363.79,At-Risk
14173,10,4,450.84,Occasional
14174,32,1,134.46,At-Risk
14175,59,3,3222.3,Regular
14176,296,4,576.9000000000001,At-Risk
14177,85,4,549.46,Regular
14178,8,7,1600.26,High-Value
14179,40,2,701.57,Occasional
14180,10,25,4748.52,High-Value
14184,66,1,452.89,At-Risk
14185,330,1,197.65,At-Risk
14188,30,6,2054.36,Regular
14189,1,15,4654.08,High-Value
14191,1,13,4684.76,High-Value
14193,67,2,853.39,Regular
14194,4,21,11349.52,High-Value
14195,201,2,1012.0,At-Risk
14196,106,1,335.52,At-Risk
14198,17,4,701.4,Occasional
14199,217,1,185.39999999999998,At-Risk
14201,59,7,747.44,Regular
14204,1,1,150.61,Occasional
14205,16,2,466.7,Occasional
14206,238,1,328.15999999999997,At-Risk
14208,94,1,151.74,At-Risk
14209,10,6,2073.43,High-Value
14210,105,6,1905.8400000000001,Regular
14211,52,9,2241.1,Regular
14212,89,1,1070.48,At-Risk
14214,30,5,1004.38,Regular
14215,11,6,1789.72,High-Value
14216,2,4,1839.3,High-Value
14217,1,17,2004.98,High-Value
14218,42,1,169.48000000000002,At-Risk
14219,3,1,89.94,Occasional
14220,246,2,632.4,At-Risk
14221,41,9,3432.8,Regular
14222,176,1,683.17,At-Risk
14223,91,3,991.13,Regular
14224,109,4,1009.73,Regular
14226,28,5,2214.79,Regular
14227,25,10,3350.96,High-Value
14229,51,3,1547.2,Regular
14231,183,3,925.71,Regular
14232,42,5,2048.07,Regular
14233,48,4,1462.72,Regular
14234,21,4,754.12,Regular
14235,74,5,3144.86,Regular
14236,80,2,490.86,At-Risk
14237,372,1,161.0,At-Risk
14238,325,1,146.85,At-Risk
14239,42,11,2380.85,High-Value
14240,29,2,890.34,Occasional
14241,183,1,213.70000000000002,At-Risk
14242,234,2,280.55,At-Risk
14243,8,10,2588.77,High-Value
14245,219,2,1693.45,Regular
14246,110,3,1474.06,Regular
14247,277,1,136.76999999999998,At-Risk
14248,317,1,302.58,At-Risk
14250,6,3,1904.05,Occasional
14251,1,5,2879.7000000000003,High-Value
14256,259,2,969.0600000000001,At-Risk
14257,63,5,3099.7200000000003,Regular
14258,8,9,12669.98,High-Value
14259,141,1,120.0,At-Risk
14261,50,2,1163.45,Regular
14262,7,8,2618.23,High-Value
14264,154,2,333.97,At-Risk
14265,108,2,530.18,At-Risk
14267,162,3,1516.24,Regular
14270,331,1,492.65000000000003,At-Risk
14271,225,1,112.32,At-Risk
14272,73,2,437.96,At-Risk
14273,50,4,559.97,Regular
14276,98,3,1119.74,Regular
14277,14,3,4188.0,Regular
14280,196,1,134.04,At-Risk
14282,2,15,3701.44,High-Value
14284,30,2,595.25,Occasional
14285,20,4,1910.01,Regular
14286,23,3,4628.75,Regular
14287,7,3,176.63,Occasional
14288,212,1,426.6,At-Risk
14289,8,6,911.26,Regular
14290,10,5,2314.65,High-Value
14291,1,11,3883.25,High-Value
14292,7,9,4871.93,High-Value
14293,2,4,1046.56,Occasional
14295,39,1,166.20000000000002,At-Risk
14297,17,4,1305.33,Regular
14298,7,44,51527.3,High-Value
14299,7,9,3965.62,High-Value
14300,18,1,43.2,Occasional
14301,116,1,640.14,At-Risk
14304,222,1,383.45,At-Risk
14305,70,3,1858.96,Regular
14306,50,2,2093.32,Regular
14307,88,6,2995.72,Regular
14309,7,9,2352.53,High-Value
14311,242,1,310.26,At-Risk
14312,46,6,1611.59,Regular
14314,106,1,120.0,At-Risk
14315,44,6,2481.13,Regular
14317,64,1,508.58000000000004,At-Risk
14320,206,2,477.79,At-Risk
14321,10,5,1530.75,Regular
14323,114,2,605.0600000000001,At-Risk
14326,241,1,183.85,At-Risk
14327,162,1,311.65,At-Risk
14329,16,7,4975.24,High-Value
14331,123,2,462.65999999999997,At-Risk
14332,22,3,840.21,Regular
14333,67,1,415.2,At-Risk
14334,16,8,2552.21,High-Value
14335,15,2,454.86,Occasional
14336,16,4,1614.91,Regular
14338,160,2,588.22,At-Risk
14339,242,1,309.52,At-Risk
14340,218,1,134.7,At-Risk
14341,44,8,2166.98,Regular
14342,20,4,668.5600000000001,Regular
14344,126,8,889.9300000000001,Regular
14345,38,1,108.97999999999999,At-Risk
14346,120,2,1021.58,Regular
14348,259,1,409.57,At-Risk
14349,9,1,133.5,Occasional
14350,273,1,282.93,At-Risk
14351,164,1,51.0,At-Risk
14352,156,4,1078.96,Regular
14353,214,1,90.6,At-Risk
14354,5,2,163.62,Occasional
14355,365,1,174.4,At-Risk
14356,79,2,701.23,Regular
14357,42,1,225.12,At-Risk
14359,18,3,912.18,Occasional
14360,31,4,2118.03,Regular
14362,21,1,151.5,Occasional
14364,108,8,3717.35,Regular
14367,7,16,9227.82,High-Value
14368,319,1,155.0,At-Risk
14371,294,1,100.5,At-Risk
14373,357,1,76.55,At-Risk
14375,184,1,235.56,At-Risk
14377,190,2,617.05,At-Risk
14379,43,2,348.1,Occasional
14381,51,1,202.68,At-Risk
14382,25,1,615.49,Occasional
14383,37,3,1247.69,Regular
14385,8,3,202.11,Occasional
14386,296,1,142.4,At-Risk
14387,32,3,1727.6,Regular
14388,9,8,3212.84,High-Value
14389,64,2,1043.46,Regular
14390,9,9,4642.57,High-Value
14393,217,1,67.95,At-Risk
14395,1,9,3479.91,High-Value
14396,64,2,487.99,At-Risk
14397,2,19,2612.96,High-Value
14400,148,1,574.7,At-Risk
14401,3,13,4051.48,High-Value
14403,129,4,1475.81,Regular
14404,33,6,1449.32,Regular
14406,118,1,156.75,At-Risk
14407,106,6,2157.73,Regular
14408,10,7,2599.03,High-Value
14409,70,6,2059.4500000000003,Regular
14410,91,9,1100.27,Regular
14411,310,1,1063.0,At-Risk
14412,42,2,770.03,Regular
14413,361,1,121.05,At-Risk
14414,91,7,1496.98,Regular
14415,0,13,5855.57,High-Value
14416,21,2,490.22,Occasional
14418,3,3,1937.25,Occasional
14419,10,6,1051.79,Regular
14420,98,1,387.52,At-Risk
14421,56,2,813.11,Regular
14422,0,6,4263.64,High-Value
14423,217,1,265.2,At-Risk
14424,17,1,322.08,Occasional
14426,23,10,4481.67,High-Value
14427,49,2,363.34000000000003,At-Risk
14428,6,5,1224.06,Occasional
14431,302,1,470.36,At-Risk
14432,9,6,2248.5,High-Value
14434,21,6,1372.8,Regular
14436,98,1,89.06,At-Risk
14437,365,1,63.0,At-Risk
14438,305,1,131.9,At-Risk
14439,319,1,2661.24,Regular
14440,7,5,2357.6800000000003,High-Value
14441,0,4,1712.89,High-Value
14442,204,2,1589.82,Regular
14443,53,4,1420.2,Regular
14446,0,4,1010.35,Occasional
14447,18,5,1163.23,Regular
14448,8,2,375.35,Occasional
14449,18,4,885.8,Regular
14450,180,3,483.25,At-Risk
14451,59,2,643.9,Regular
14452,10,2,259.05,Occasional
14453,189,1,119.93,At-Risk
14456,4,9,3017.28,High-Value
14457,310,1,113.64,At-Risk
14459,154,1,1837.92,Regular
14460,109,3,434.34,At-Risk
14461,147,3,2103.06,Regular
14462,65,11,1980.57,Regular
14463,97,3,529.62,Regular
14465,246,3,1038.44,Regular
14466,28,7,2272.4,Regular
14467,17,4,596.26,Occasional
14470,11,2,461.19,Occasional
14472,103,8,1852.67,Regular
14473,73,2,234.34000000000003,At-Risk
14474,45,1,547.66,At-Risk
14475,71,3,925.85,Regular
14476,256,1,193.0,At-Risk
14477,19,4,1309.6,Regular
14479,253,2,316.25,At-Risk
14480,10,1,279.05,Occasional
14481,164,2,636.51,At-Risk
14482,17,6,2022.81,Regular
14483,281,1,137.1,At-Risk
14484,49,1,321.92,At-Risk
14485,38,1,162.8,At-Risk
14487,26,6,1165.48,Regular
14488,67,1,1064.28,At-Risk
14489,206,1,463.38,At-Risk
14491,174,2,340.93,At-Risk
14493,6,5,2383.2400000000002,High-Value
14494,25,1,139.56,Occasional
14495,50,2,123.8,At-Risk
14496,311,2,538.8100000000001,At-Risk
14497,308,1,475.37,At-Risk
14498,42,5,1957.32,Regular
14499,25,3,808.44,Regular
14500,87,3,356.85,At-Risk
14501,183,2,251.21,At-Risk
14502,19,11,2429.83,High-Value
14503,2,6,3543.26,High-Value
14504,46,4,673.26,Regular
14505,16,8,5859.43,High-Value
14506,16,5,1960.65,Regular
14507,23,6,1367.88,Regular
14508,21,2,268.05,Occasional
14511,10,5,1314.81,Regular
14512,187,2,275.28,At-Risk
14513,100,3,455.59000000000003,At-Risk
14514,60,3,990.2,Regular
14515,17,6,2076.89,Regular
14517,32,2,330.45,Occasional
14518,63,1,174.37,At-Risk
14520,1,2,270.6,Occasional
14522,23,4,974.54,Regular
14523,107,1,241.09,At-Risk
14524,31,9,1843.83,Regular
14525,19,9,4215.9,High-Value
14527,2,55,8507.13,High-Value
14528,36,1,364.21999999999997,Occasional
14529,59,3,578.61,Regular
14530,25,6,2862.11,Regular
14532,235,4,932.85,Regular
14533,24,7,1949.72,Regular
14534,2,18,4397.3,High-Value
14535,59,3,2854.84,Regular
14536,259,1,170.95,At-Risk
14537,57,1,355.56,At-Risk
14538,64,2,388.25,At-Risk
14539,15,2,537.48,Occasional
14540,9,3,952.66,Occasional
14541,58,8,1453.35,Regular
14542,185,1,103.25,At-Risk
14543,28,16,3599.73,High-Value
14544,23,2,2004.3,Regular
14546,4,5,2573.93,High-Value
14547,3,8,3974.75,High-Value
14548,150,2,652.8,At-Risk
14549,310,1,289.24,At-Risk
14550,10,2,757.37,Occasional
14551,17,2,186.23,Occasional
14552,151,1,164.22,At-Risk
14553,18,5,859.27,Regular
14554,9,4,2279.4900000000002,Regular
14555,56,2,312.54,At-Risk
14557,84,1,788.38,At-Risk
14560,6,22,2237.77,High-Value
14561,75,3,1080.76,Regular
14562,3,18,5006.77,High-Value
14565,95,4,3099.12,Regular
14566,110,1,1432.0,At-Risk
14567,56,2,1530.3600000000001,Regular
14569,0,1,227.39,Occasional
14570,280,2,218.06,At-Risk
14572,2,7,2804.54,High-Value
14573,179,9,1639.82,Regular
14576,371,1,35.400000000000006,At-Risk
14577,12,4,859.71,Occasional
14578,2,1,168.63,Occasional
14581,16,1,138.6,Occasional
14582,40,1,114.11,At-Risk
